update,action_saturation,approx_kl,c_frac_env,clip_frac,entropy,explained_variance,grad_norm,l_env,policy_loss,returned_episode_returns,step_reward,total_loss,value_loss
179,0.0,0.0065381792,0.18398696,0.08383125,-2.4648433,0.7570125,17.49536,0.0,0.002152864,163.03198,0.8282835,1.2038475,2.4033892
180,0.0,0.0039651454,0.18104716,0.045652084,-2.4743829,0.7288704,15.045892,0.0,0.0010484513,165.67278,0.8443748,1.3038788,2.6056607
181,0.0,0.0064482787,0.18329836,0.08003333,-2.4826937,0.76536226,16.140862,0.0,0.002199072,168.8647,0.8341121,1.1681101,2.3318222
182,0.0,0.005084685,0.18209942,0.06209896,-2.489818,0.7493213,15.286846,0.0,0.0015342042,166.82977,0.84145993,1.2568604,2.5106525
183,0.0,0.009069506,0.18076818,0.116727605,-2.4954321,0.7456305,20.805248,0.0,0.0035767744,168.29698,0.8464736,1.2273403,2.4475272
184,0.0,0.008795622,0.17849918,0.11023438,-2.5016065,0.76054776,21.324606,0.0,0.003512909,169.29634,0.84808767,1.1898551,2.3726842
185,0.0,0.0054904483,0.17438214,0.06725417,-2.5109243,0.73444164,16.62331,0.0,0.0016112073,169.62978,0.86031836,1.250891,2.4985595
186,0.0,0.00487544,0.17380573,0.05939427,-2.5182185,0.7279202,16.928852,0.0,0.001259473,172.0632,0.8598457,1.2951174,2.5877159
187,0.0,0.0076504387,0.17267483,0.094204694,-2.5269327,0.7126532,22.509232,0.0,0.0027999834,171.97546,0.86617893,1.3781172,2.7506342
188,0.0,0.008105189,0.1707002,0.09732187,-2.5344615,0.70955,19.616669,0.0,0.002904907,173.2429,0.87331235,1.3510251,2.6962404
189,0.0,0.008283431,0.1710829,0.099872395,-2.5435631,0.72583973,20.093693,0.0,0.0030456274,174.65544,0.86628234,1.3146873,2.6232831
190,0.0,0.006632441,0.17269892,0.08419636,-2.5515628,0.7305498,16.451809,0.0,0.002182085,173.25664,0.8664409,1.3064704,2.6085763
191,0.0,0.00717169,0.17569725,0.090625,-2.5581136,0.72813493,17.779255,0.0,0.0025444417,173.28339,0.86163056,1.3316442,2.6581993
192,0.0,0.008754831,0.17626993,0.108254686,-2.5640478,0.7344904,19.738014,0.0,0.0034003067,172.33022,0.86574364,1.3007944,2.594788
193,0.0,0.008867416,0.17447768,0.108611465,-2.570118,0.7216228,20.310116,0.0,0.003529093,173.15211,0.86913127,1.3439076,2.6807566
194,0.0,0.008981709,0.17627381,0.10758803,-2.579968,0.7244596,18.18792,0.0,0.0036640032,173.81653,0.85940945,1.3050308,2.6027336
195,0.0,0.011215656,0.17687337,0.1387901,-2.5865717,0.7329864,23.675617,0.0,0.0049444092,171.88234,0.8598728,1.2601186,2.5103483
196,0.0,0.007860154,0.18179905,0.10099583,-2.5902846,0.7574136,23.036097,0.0,0.003168949,171.95639,0.84169334,1.2109601,2.4155824
197,0.0,0.008340442,0.17936848,0.10138437,-2.591705,0.7411895,17.588352,0.0,0.0032675185,168.34972,0.8527463,1.2458348,2.4851346
198,0.0,0.0092115905,0.17998238,0.115714066,-2.5983827,0.73943335,20.921524,0.0,0.0036652745,170.54497,0.8484611,1.2866125,2.5658946
199,0.0,0.0073436433,0.17748798,0.09006771,-2.6060967,0.7212723,17.622875,0.0,0.0023790943,169.70407,0.8603112,1.3429205,2.681083
200,0.0,0.0061360835,0.17453937,0.07739479,-2.6132503,0.72376156,16.307276,0.0,0.0018830809,172.06776,0.8658418,1.3078434,2.6119208
201,0.0,0.0097023295,0.17757027,0.12249011,-2.6211061,0.72311985,21.998194,0.0,0.0038450644,173.163,0.8604858,1.3160505,2.624411
202,0.0,0.0056149643,0.17709316,0.06978959,-2.6286354,0.71356,15.949261,0.0,0.0015969154,172.09528,0.8586087,1.3420506,2.6809072
203,0.0,0.01024344,0.18001582,0.12431146,-2.6347091,0.7191181,22.897512,0.0,0.004156308,171.7137,0.85057384,1.3492627,2.6902127
204,0.0,0.0066727195,0.18491589,0.07966302,-2.6426964,0.7431003,22.89356,0.0,0.0023950255,170.10802,0.8438246,1.2563078,2.5078256
205,0.0,0.0055813226,0.18279533,0.06785833,-2.6482491,0.7453054,15.72387,0.0,0.0017562056,168.76567,0.8445608,1.2292268,2.4549413
206,0.0,0.010775934,0.18005003,0.13550937,-2.6538906,0.7241173,25.924019,0.0,0.00438577,168.92227,0.8546586,1.3426249,2.6764784
207,0.0,0.008796319,0.17696182,0.109011464,-2.6619496,0.6946664,21.31174,0.0,0.0032684873,170.93362,0.85655063,1.4051244,2.803712
208,0.0,0.009455663,0.17743595,0.11619376,-2.6669428,0.72597253,22.216335,0.0,0.0039939694,171.31328,0.8597079,1.3012183,2.5944486
209,0.0,0.0108304545,0.1780052,0.14274636,-2.673553,0.71742463,27.684679,0.0,0.004576334,171.94211,0.86022776,1.3136694,2.6181862
210,0.0,0.009029262,0.17967021,0.11003333,-2.6810298,0.7307384,20.747856,0.0,0.0034435098,172.0423,0.85700434,1.2544255,2.501964
211,0.0,0.009131242,0.17743804,0.11154115,-2.685896,0.7098967,21.31867,0.0,0.0036603063,171.3988,0.85493034,1.3254493,2.643578
212,0.0,0.0074033053,0.17785227,0.09294688,-2.6930976,0.7046962,19.723919,0.0,0.0025080217,170.98235,0.8512093,1.3191438,2.6332717
213,0.0,0.0077444776,0.17821915,0.09739375,-2.7020712,0.7050629,20.023113,0.0,0.0029710787,170.23618,0.8455276,1.290026,2.5741096
214,0.0,0.008659478,0.17533974,0.10291771,-2.7099667,0.7068902,22.039473,0.0,0.0033595604,169.1172,0.85718906,1.3096356,2.6125522
215,0.0,0.0097923195,0.17260247,0.12561095,-2.7133458,0.6818752,24.601164,0.0,0.0038994197,171.44553,0.864905,1.3563948,2.7049906
216,0.0,0.008349177,0.17161612,0.098677084,-2.7190034,0.68830144,20.923555,0.0,0.0033048545,172.97374,0.85763675,1.3416481,2.6766865
217,0.0,0.007924995,0.17260455,0.09655573,-2.7239437,0.6876834,20.66753,0.0,0.003140242,171.51761,0.84787923,1.3394275,2.6725743
218,0.0,0.007618977,0.1739766,0.09722448,-2.7287354,0.7026712,21.177757,0.0,0.00298256,169.5749,0.84692734,1.2758646,2.545764
219,0.0,0.010125783,0.17535156,0.13128176,-2.736625,0.6886805,29.379866,0.0,0.0041432437,169.38774,0.849194,1.3056619,2.6030376
220,0.0,0.010038558,0.17453414,0.11984323,-2.743816,0.69215393,25.231602,0.0,0.004030301,169.83482,0.84520704,1.2743793,2.540698
221,0.0,0.012334291,0.17659391,0.13928333,-2.7512107,0.66865075,28.797592,0.0,0.0058349418,169.03725,0.8410598,1.3520353,2.6924005
222,0.0,0.007845674,0.17438054,0.09757448,-2.7584236,0.70316094,21.933475,0.0,0.0030350408,168.21254,0.8416432,1.2521996,2.4983292
223,0.0,0.009902184,0.17472954,0.1209224,-2.7653437,0.67616475,26.67683,0.0,0.0044485666,168.33002,0.84301966,1.3230579,2.6372185
224,0.0,0.008114035,0.17807484,0.10333958,-2.7712855,0.69913924,25.08117,0.0,0.0033093994,168.59755,0.83662707,1.2524253,2.498232
225,0.0,0.0086506065,0.17887492,0.10673177,-2.7796912,0.70203465,25.870905,0.0,0.0037431018,167.31934,0.83055824,1.243444,2.4794016
226,0.0,0.010176576,0.17651795,0.12717709,-2.7856047,0.6855938,27.859396,0.0,0.004591992,166.11795,0.83686477,1.2571529,2.505122
227,0.0,0.012345759,0.17286599,0.15002552,-2.7931144,0.6670212,30.132893,0.0,0.005576876,167.38538,0.8492769,1.3205531,2.6299524
228,0.0,0.013202867,0.17335999,0.15515938,-2.8021684,0.6834097,32.033844,0.0,0.0060423934,169.84993,0.84383607,1.2573669,2.5026493
229,0.0,0.013831705,0.17803739,0.15999375,-2.811038,0.71013665,33.057404,0.0,0.006729724,168.75096,0.82759845,1.2127173,2.4119751
230,0.0,0.0123760095,0.17571402,0.14032969,-2.815625,0.68433934,28.875103,0.0,0.005763842,165.53918,0.84707993,1.262184,2.5128403
231,0.0,0.008286561,0.17726664,0.10093489,-2.8194818,0.70030284,23.41701,0.0,0.003493191,169.4097,0.84078187,1.241154,2.4753213
232,0.0,0.008709357,0.17949618,0.10678229,-2.8236547,0.70903444,25.949402,0.0,0.0037055565,168.14516,0.82956886,1.2017767,2.3961425
233,0.0,0.010450145,0.18018705,0.12786874,-2.830555,0.6834749,29.588844,0.0,0.0046594436,165.90247,0.81825846,1.2448239,2.480329
234,0.0,0.006680398,0.17811774,0.081969276,-2.836856,0.670454,21.376045,0.0,0.0025959532,163.66388,0.8304506,1.2342962,2.4634004
235,0.0,0.010344908,0.18033396,0.11919323,-2.838695,0.70131063,28.511477,0.0,0.004918852,166.0703,0.810625,1.1860904,2.362343
236,0.0,0.0138350595,0.17524397,0.1646125,-2.8433416,0.6891415,35.41184,0.0,0.006511099,162.14926,0.83488816,1.2091116,2.4052007
237,0.0,0.010853717,0.17634536,0.13344063,-2.8464394,0.7029252,31.192043,0.0,0.005107944,166.97025,0.8275052,1.1747915,2.339367
238,0.0,0.011062204,0.17935513,0.13856927,-2.8500414,0.6941017,32.858063,0.0,0.005082151,165.49084,0.8173322,1.2176147,2.4250653
239,0.0,0.015401011,0.17422938,0.17294168,-2.8541641,0.6575817,37.574635,0.0,0.007467288,163.48076,0.8316464,1.2923169,2.5696993
240,0.0,0.0116358455,0.17513789,0.14017135,-2.8598294,0.68095696,30.727585,0.0,0.0052218973,166.32109,0.8234595,1.2390151,2.4675865
241,0.0,0.011688478,0.17611653,0.13160573,-2.86271,0.65946794,29.806648,0.0,0.0053055063,164.6973,0.82885516,1.2860861,2.561561
242,0.0,0.007608445,0.17751007,0.09237604,-2.8650951,0.6571609,23.20371,0.0,0.0029481112,165.7698,0.8276133,1.2913682,2.5768402
243,0.0,0.014927437,0.17961346,0.15923178,-2.866942,0.6787629,36.493034,0.0,0.0073260656,165.51562,0.8205863,1.2421191,2.469586
244,0.0,0.009789401,0.1772148,0.115684375,-2.8753996,0.6902664,25.377186,0.0,0.004020703,164.12813,0.8314627,1.2232,2.4383588
245,0.0,0.011786826,0.17546962,0.14449011,-2.8808088,0.682633,33.15808,0.0,0.005504072,166.29051,0.8294496,1.2474244,2.4838405
246,0.0,0.010163322,0.17030054,0.12731093,-2.8858573,0.6498276,32.26042,0.0,0.004363816,165.90309,0.8426178,1.3424972,2.676267
247,0.0,0.008506371,0.16964088,0.10571198,-2.8929558,0.66015494,25.13261,0.0,0.0033966652,168.5309,0.8499619,1.2872207,2.5676482
248,0.0,0.011420583,0.16794948,0.13668072,-2.8982074,0.65338904,32.602386,0.0,0.005204529,169.991,0.8485936,1.3106169,2.6108246
249,0.0,0.010943193,0.17043924,0.12979272,-2.9017396,0.658832,31.275244,0.0,0.0050916607,169.71373,0.8436233,1.3257703,2.641357
250,0.0,0.008183618,0.16908407,0.10198645,-2.9091825,0.6620988,24.649496,0.0,0.0031432793,168.73404,0.85302943,1.3171155,2.6279447
251,0.0,0.0077276286,0.16589375,0.098216146,-2.9148893,0.644831,26.25588,0.0,0.0028587924,170.60468,0.85180545,1.3597697,2.7138216
252,0.0,0.011734845,0.16484779,0.13973385,-2.9216833,0.6554121,33.41026,0.0,0.0051461514,170.3714,0.8621245,1.2854333,2.5605743
253,0.0,0.013095517,0.16557126,0.1554724,-2.9295897,0.65616035,36.42772,0.0,0.0060805595,172.41315,0.8503707,1.3388311,2.6655009
254,0.0,0.010335,0.1638005,0.11969271,-2.93732,0.6405115,29.695412,0.0,0.0042508687,170.08408,0.8602958,1.3967569,2.785012
255,0.0,0.019104825,0.1643929,0.2137823,-2.941177,0.65690637,48.45875,0.0,0.009622615,172.05496,0.8561044,1.3366377,2.65403
256,0.0,0.009058034,0.16340458,0.11388698,-2.9467807,0.61852455,29.157429,0.0,0.0034685386,171.22542,0.8606391,1.4046767,2.8024163
257,0.0,0.014026472,0.16319244,0.1655646,-2.9509406,0.6320187,39.616196,0.0,0.006662255,172.12798,0.86078894,1.3714633,2.7296019
258,0.0,0.015116472,0.1615944,0.1738948,-2.956387,0.617888,41.796776,0.0,0.0071524153,172.1616,0.8645968,1.3872108,2.760117
259,0.0,0.013670711,0.16293377,0.16445468,-2.9640193,0.64093405,40.761578,0.0,0.0064528855,172.914,0.8592555,1.3567939,2.7006822
260,0.0,0.010787737,0.16350287,0.13115364,-2.969378,0.6364074,33.558167,0.0,0.00477589,171.84937,0.8575168,1.3243363,2.6391208
261,0.0,0.017050117,0.16180666,0.18380156,-2.9774032,0.6400421,44.57975,0.0,0.008405872,171.50616,0.8603277,1.3463793,2.6759467
262,0.0,0.010898388,0.16505744,0.13343073,-2.9804125,0.6407634,35.959637,0.0,0.004696725,172.05452,0.8492836,1.3568487,2.7043037
263,0.0,0.007700191,0.16437227,0.09838958,-2.9863052,0.62651277,30.114368,0.0,0.0031215423,169.86311,0.85567915,1.3244073,2.6425714
264,0.0,0.013386867,0.1691975,0.1529974,-2.9923453,0.64064914,40.24076,0.0,0.0065273307,171.1191,0.8389356,1.2935007,2.5739465
265,0.0,0.011623494,0.16705199,0.13756406,-2.9972548,0.6347372,35.74807,0.0,0.0053257276,167.79364,0.8454619,1.3218826,2.6331139
266,0.0,0.012816218,0.16380772,0.14766146,-3.003039,0.6164537,38.095192,0.0,0.0059302435,169.10133,0.8544076,1.3514873,2.691114
267,0.0,0.010067621,0.16549434,0.12516563,-3.006639,0.60334206,34.037064,0.0,0.0042859423,170.87404,0.84690946,1.3364923,2.6644127
268,0.0,0.012523216,0.16537362,0.1434422,-3.0119264,0.6316388,35.548317,0.0,0.005731472,169.38614,0.85117656,1.3238642,2.6362655
269,0.0,0.009836811,0.16438967,0.11665209,-3.0163321,0.63131285,31.839767,0.0,0.0041634096,170.24017,0.85603046,1.3113611,2.6143954
270,0.0,0.01363615,0.16589685,0.15506145,-3.0229044,0.6369767,40.969078,0.0,0.006524055,171.1991,0.8490207,1.3184407,2.6238332
271,0.0,0.009576729,0.16841091,0.12607136,-3.0279102,0.65415764,36.916115,0.0,0.003885706,169.79651,0.84138566,1.26557,2.5233688
272,0.0,0.015048923,0.16689038,0.17076147,-3.0306754,0.64563453,42.861305,0.0,0.0071020653,168.27905,0.8433058,1.2982185,2.582233
273,0.0,0.0110367155,0.16492148,0.13730626,-3.035276,0.62322456,37.084904,0.0,0.0046381312,168.6749,0.8570345,1.3499386,2.690601
274,0.0,0.008593915,0.1649863,0.10327396,-3.040327,0.637584,28.272627,0.0,0.0036024405,171.4034,0.8535339,1.3581644,2.7091238
275,0.0,0.012680231,0.1661075,0.15410939,-3.0446754,0.63159096,42.414356,0.0,0.0056249714,170.70277,0.84950334,1.3506074,2.6899648
276,0.0,0.01078834,0.16820697,0.13460833,-3.0517635,0.6545609,36.879814,0.0,0.0046831314,169.89363,0.8424742,1.2995965,2.5898266
277,0.0,0.013746137,0.16710116,0.164025,-3.0581799,0.6488418,45.44045,0.0,0.006732707,168.49391,0.84155613,1.3083106,2.6031556
278,0.0,0.009944285,0.16833912,0.12190834,-3.062913,0.65837574,36.97835,0.0,0.0043349117,168.30727,0.83761525,1.2770437,2.5454173
279,0.0,0.0147493165,0.16677177,0.16591926,-3.066386,0.6498709,43.85924,0.0,0.0069811796,167.53326,0.8478438,1.3273766,2.640791
280,0.0,0.011106273,0.16689175,0.12660365,-3.068411,0.6509819,34.81661,0.0,0.004961553,169.56953,0.8486125,1.314853,2.6197827
281,0.0,0.012824732,0.16717939,0.15160313,-3.0717537,0.6453856,41.562134,0.0,0.0057454035,169.72203,0.8481331,1.3534652,2.6954396
282,0.0,0.011929203,0.1658289,0.14018959,-3.0780733,0.64219785,39.462418,0.0,0.005270227,169.6318,0.8533372,1.3385862,2.666632
283,0.0,0.013143547,0.16562825,0.15221405,-3.0815115,0.64411944,43.984543,0.0,0.0061598867,170.66206,0.8479642,1.3163061,2.6202927
284,0.0,0.013155559,0.1650925,0.15259428,-3.0878568,0.64779997,42.362198,0.0,0.00627573,169.59355,0.8486772,1.3136384,2.6147256
285,0.0,0.011229708,0.16567193,0.1372302,-3.0953493,0.6492213,39.20982,0.0,0.0048634293,169.7372,0.85043854,1.3084236,2.6071205
286,0.0,0.014434888,0.16381754,0.16206041,-3.1016583,0.6376124,44.017334,0.0,0.006895487,170.08734,0.85006875,1.342099,2.6704068
287,0.0,0.008613754,0.1625986,0.10230208,-3.1044328,0.6292994,30.612946,0.0,0.0034849304,170.0283,0.86464,1.352694,2.6984181
288,0.0,0.012483404,0.16444199,0.14790729,-3.109034,0.6145588,43.0167,0.0,0.0057730963,172.91899,0.85562783,1.3874426,2.763339
289,0.0,0.011106847,0.1656763,0.13020365,-3.1190662,0.63733506,37.985588,0.0,0.0048955823,171.12024,0.8502947,1.358921,2.7080507
290,0.0,0.009640011,0.16371657,0.11698907,-3.1236036,0.6288494,34.721104,0.0,0.0041569006,170.06477,0.85610396,1.3586712,2.7090287
291,0.0,0.01572936,0.16310908,0.17832863,-3.1270547,0.60926044,50.34595,0.0,0.0075569097,171.22098,0.8562965,1.3779278,2.7407417
292,0.0,0.012743167,0.16209821,0.15726146,-3.1309812,0.61738276,46.69349,0.0,0.0057438216,171.26314,0.860125,1.3671868,2.722886
293,0.0,0.012785042,0.16216508,0.15122917,-3.1393042,0.61817515,45.17254,0.0,0.0058957725,172.0234,0.85852355,1.384747,2.7577024
294,0.0,0.0140135605,0.15976298,0.15849844,-3.1447544,0.6101707,46.184376,0.0,0.0062811044,171.71587,0.86968935,1.3599304,2.7072988
295,0.0,0.0125271985,0.16108347,0.14980572,-3.1503544,0.6304055,44.604904,0.0,0.005718329,173.93552,0.8673408,1.353266,2.695095
296,0.0,0.01506431,0.16045715,0.16617969,-3.1556692,0.6215411,47.314392,0.0,0.00721311,173.4697,0.8688721,1.3663802,2.7183342
297,0.0,0.013142095,0.1602328,0.14879115,-3.1595888,0.618186,45.36618,0.0,0.0061825365,173.7735,0.86796933,1.3534433,2.6945214
298,0.0,0.013370465,0.16206549,0.14285208,-3.1628127,0.6423701,41.389572,0.0,0.006295928,173.58842,0.8625176,1.3453566,2.6781213
299,0.0,0.027203493,0.1637879,0.2763896,-3.1671946,0.6381399,76.76701,0.0,0.015058792,172.493,0.852011,1.3594751,2.6888328
300,0.0,0.01086079,0.16524638,0.12950835,-3.172646,0.6566287,40.767776,0.0,0.0047445134,170.40167,0.8514916,1.2894125,2.5693362
301,0.0,0.013329795,0.16564275,0.15913022,-3.1773872,0.64621735,50.394062,0.0,0.0064641275,170.29572,0.8489155,1.3358755,2.6588225
302,0.0,0.01838694,0.16488618,0.18214583,-3.1800807,0.6435226,52.038723,0.0,0.008915167,169.78543,0.8512407,1.3265889,2.6353471
303,0.0,0.00997601,0.16538744,0.11745469,-3.186625,0.6327136,37.631313,0.0,0.0043723825,170.2477,0.85080117,1.340692,2.6726394
304,0.0,0.009843942,0.16634008,0.12357969,-3.1917922,0.63723576,39.727345,0.0,0.0041960054,170.16037,0.85094726,1.3272941,2.6461961
305,0.0,0.012182564,0.16662018,0.14715417,-3.1958263,0.65447354,46.62253,0.0,0.0056786323,170.1917,0.8531785,1.3145728,2.6177886
306,0.0,0.010303251,0.16551392,0.13019583,-3.19676,0.6462246,41.529152,0.0,0.004339358,170.63269,0.8501629,1.2894017,2.5701246
307,0.0,0.016168052,0.16621351,0.17613855,-3.198699,0.65384316,52.745747,0.0,0.007904607,170.03134,0.84892523,1.2984095,2.5810096
308,0.0,0.0141808055,0.16681369,0.14913073,-3.2040381,0.648101,46.13254,0.0,0.0065938556,169.78044,0.8443309,1.3230524,2.6329174
309,0.0,0.014878098,0.16780423,0.17098853,-3.2060726,0.643829,52.58773,0.0,0.0071832845,168.86394,0.84207547,1.3054719,2.5965774
310,0.0,0.011592408,0.16855933,0.14423177,-3.2122982,0.6439856,48.079067,0.0,0.0051880553,168.4186,0.84559196,1.2822586,2.554141
311,0.0,0.012730534,0.16771738,0.14759167,-3.216332,0.63202554,46.003193,0.0,0.00553979,169.12173,0.8489417,1.3400853,2.669091
312,0.0,0.012068604,0.16772062,0.1452698,-3.2220137,0.6299964,45.917397,0.0,0.005340379,169.78616,0.8467841,1.324794,2.6389074
313,0.0,0.011654485,0.16978495,0.1347125,-3.2265491,0.65174764,46.213886,0.0,0.005278593,169.3514,0.84136224,1.2766819,2.5428066
314,0.0,0.012720313,0.16943665,0.14803177,-3.2305906,0.6573302,48.788372,0.0,0.0059520206,168.27687,0.8457521,1.2842741,2.5566442
315,0.0,0.014375001,0.1690976,0.16759115,-3.2345915,0.6400452,52.898743,0.0,0.0069248388,169.153,0.84832764,1.3251101,2.6363707
316,0.0,0.014281176,0.17042686,0.17237082,-3.2387218,0.6580261,56.225998,0.0,0.0067654317,169.66185,0.8446515,1.3051378,2.5967448
317,0.0,0.014948207,0.17041439,0.18195885,-3.2444563,0.65773594,60.908318,0.0,0.0070464932,168.92921,0.8435764,1.2986741,2.5832548
318,0.0,0.015384542,0.1710794,0.1758625,-3.2492137,0.6591854,56.87081,0.0,0.007689143,168.71617,0.8444626,1.2898619,2.5643454
319,0.0,0.01835823,0.17313243,0.20756301,-3.2542343,0.649145,66.948044,0.0,0.009515723,168.88629,0.8382407,1.2855579,2.5520842
320,0.0,0.011709737,0.17318518,0.1382922,-3.2577477,0.6641451,46.504047,0.0,0.0053955065,167.65083,0.8409294,1.2917609,2.5727305
321,0.0,0.012724288,0.1754234,0.15734792,-3.2621882,0.66734254,54.308136,0.0,0.0058519477,168.1772,0.83226573,1.2964139,2.5811236
322,0.0,0.013457441,0.17492007,0.15873438,-3.2684867,0.6616585,52.107777,0.0,0.006355582,166.45299,0.8320784,1.299849,2.5869868
323,0.0,0.012688253,0.17534028,0.13700885,-3.2712688,0.6641464,43.106598,0.0,0.0057198917,166.41676,0.833163,1.30058,2.5897202
324,0.0,0.015200584,0.17517875,0.16023594,-3.2729692,0.6648605,53.875774,0.0,0.0074988417,166.63976,0.84032047,1.316253,2.6175082
325,0.0,0.010424127,0.17503755,0.1301375,-3.276726,0.66535085,45.297676,0.0,0.004501471,168.05951,0.8357384,1.2966723,2.584342
326,0.0,0.01724933,0.17594904,0.19520521,-3.278664,0.6816587,62.65014,0.0,0.00863171,167.1447,0.8327652,1.2913103,2.5653574
327,0.0,0.016929094,0.17585383,0.19010678,-3.2806163,0.6745764,63.485806,0.0,0.008698983,166.55493,0.83467394,1.2884488,2.5594997
328,0.0,0.014931454,0.17542736,0.17514272,-3.2847831,0.6748805,59.55535,0.0,0.007380858,166.93184,0.8317192,1.289003,2.5632443
329,0.0,0.014856155,0.1758696,0.16292448,-3.2901149,0.67261535,54.064293,0.0,0.007259246,166.34282,0.8307052,1.2838346,2.5531507
330,0.0,0.013931219,0.17844915,0.15964374,-3.2943208,0.6893194,53.407173,0.0,0.006600294,166.13783,0.82751226,1.2701778,2.5271554
331,0.0,0.020660289,0.17670687,0.19502345,-3.2988236,0.69156027,63.337414,0.0,0.010204317,165.50673,0.8318037,1.262576,2.5047433
332,0.0,0.012628943,0.17788072,0.14867032,-3.3027828,0.69062674,49.888763,0.0,0.0056425976,166.36028,0.83133805,1.2767166,2.542148
333,0.0,0.018337034,0.17922716,0.20243542,-3.3060112,0.69678295,66.13493,0.0,0.009327238,166.26567,0.8293886,1.2856421,2.55263
334,0.0,0.009292152,0.17870037,0.114951566,-3.3103995,0.6927347,41.530624,0.0,0.003878399,165.87906,0.8307086,1.2776927,2.5476286
335,0.0,0.011668663,0.1795154,0.14232709,-3.31415,0.69918936,49.883446,0.0,0.005392646,166.1373,0.8262908,1.2655507,2.5203161
336,0.0,0.017856255,0.17807345,0.18416719,-3.3204665,0.693768,61.227554,0.0,0.008824227,165.26042,0.8285504,1.273514,2.5293794
337,0.0,0.010639159,0.17847812,0.12918386,-3.3269053,0.67933106,45.915096,0.0,0.004640314,165.71074,0.8291905,1.3162625,2.6232443
338,0.0,0.018276613,0.17715585,0.20035002,-3.329436,0.69243336,66.80239,0.0,0.009177922,165.83519,0.82626814,1.2697825,2.5212092
339,0.0,0.012289498,0.17567259,0.14231145,-3.3320103,0.68636024,50.734756,0.0,0.005742586,165.26157,0.83421177,1.273724,2.5359626
340,0.0,0.016385786,0.17406537,0.18515469,-3.3359504,0.66669375,62.488358,0.0,0.008043874,166.84525,0.8371064,1.3459488,2.6758099
341,0.0,0.009866157,0.17488594,0.12319687,-3.339872,0.68253654,48.026955,0.0,0.00437375,167.4231,0.83894116,1.2631261,2.5175047
342,0.0,0.016638368,0.17635787,0.1809651,-3.343248,0.6899703,60.175125,0.0,0.008210956,167.7813,0.8319964,1.2566725,2.496923
343,0.0,0.0126693025,0.17450047,0.14928699,-3.3482287,0.6761596,52.857067,0.0,0.0055455705,166.41142,0.8441431,1.2797157,2.5483403
344,0.0,0.012344099,0.17574312,0.14496875,-3.3519697,0.68496525,50.989952,0.0,0.006001181,168.81679,0.832297,1.2447144,2.4774265
345,0.0,0.011723144,0.17594089,0.13582292,-3.3562064,0.6870045,51.338913,0.0,0.005298977,166.46443,0.8373338,1.2637517,2.5169053
346,0.0,0.0122587085,0.17587702,0.14101043,-3.3585863,0.6760018,50.700745,0.0,0.0054790867,167.46579,0.83635587,1.2961684,2.5813787
347,0.0,0.015453879,0.17675018,0.17438959,-3.3633056,0.68846023,61.519844,0.0,0.0076015354,167.26454,0.8297152,1.2533462,2.4914894
348,0.0,0.013152072,0.17683704,0.15225416,-3.3658807,0.67874193,55.17317,0.0,0.006242729,165.94109,0.8277648,1.2813318,2.550178
349,0.0,0.013970726,0.17781644,0.16022605,-3.3706741,0.70192945,58.41048,0.0,0.0064192703,165.55623,0.83103997,1.228723,2.4446077
350,0.0,0.01899829,0.17778565,0.19288439,-3.3736558,0.6881336,67.18672,0.0,0.009676496,166.20004,0.8230802,1.2663565,2.51336
351,0.0,0.022256993,0.17895485,0.22545001,-3.3761938,0.69373846,79.64317,0.0,0.011468689,164.61935,0.8263895,1.2925167,2.562096
352,0.0,0.013501205,0.17916556,0.15881146,-3.3805838,0.7021884,58.595596,0.0,0.006341531,165.28104,0.8295168,1.2693033,2.5259237
353,0.0,0.016037207,0.17885411,0.17673334,-3.384566,0.70456946,63.40798,0.0,0.0077620223,165.90735,0.83351225,1.2454088,2.4752934
354,0.0,0.019945491,0.18078887,0.21966562,-3.3886273,0.69302535,78.65485,0.0,0.010584205,166.69243,0.8235062,1.2574728,2.4937773
355,0.0,0.013573855,0.18061428,0.1592026,-3.3909101,0.69544554,60.838238,0.0,0.0065809474,164.70143,0.8237056,1.2337554,2.454349
356,0.0,0.012843339,0.18037055,0.14688751,-3.3948405,0.688278,56.562077,0.0,0.006357015,164.74063,0.82320976,1.2796419,2.5465693
357,0.0,0.011485651,0.18006529,0.14179792,-3.4018154,0.6964718,53.88706,0.0,0.0053188456,164.63997,0.8212253,1.2453606,2.4800835
358,0.0,0.011090191,0.1809211,0.12573594,-3.4081602,0.6933001,47.281097,0.0,0.0049727703,164.2453,0.8214602,1.250454,2.4909623
359,0.0,0.013567867,0.1795962,0.15665314,-3.4120674,0.6833961,61.636436,0.0,0.006352606,164.2978,0.8272264,1.2742211,2.5357368
360,0.0,0.014090881,0.17948417,0.17783959,-3.4175892,0.6913584,70.72713,0.0,0.006859748,165.44449,0.82644117,1.249964,2.4862087
361,0.0,0.018881679,0.18051712,0.21130885,-3.4217553,0.6905752,79.129944,0.0,0.009990473,165.28038,0.8185943,1.2718463,2.5237114
362,0.0,0.014031637,0.17875028,0.16059011,-3.4270105,0.6757736,60.834194,0.0,0.006534312,163.73456,0.83428335,1.284618,2.5561676
363,0.0,0.017569095,0.18000086,0.19400418,-3.4312263,0.69697917,73.63479,0.0,0.009121874,166.84224,0.81985503,1.2324564,2.446669
